"lot_name","customer","lot_description","quantity","price","procurement_method","status","url_to_details","lot_number","start_date","end_date","customer_bin","customer_name","ktru_code","ktru_name","brief_characteristics","additional_characteristics","funding_source","unit_price","unit_measurement","year1_amount","year2_amount","year3_amount","planned_amount","advance_payment_percentage","delivery_location_kato","kato","tru_delivery_period","incoterms","lot_url","sended_to"
"10401551-1 Приобретение бытовых удлинителей","КГУ ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","Удлинитель","5","12500.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#","62185361-ЗЦП2","2023-07-24 07:44:46","2023-07-31 07:44:46","961040002542","Коммунальное государственное учреждение ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","273313.900.000043","Удлинитель","электрический, бытовой","Удлинитель Длина шнура 10 м, количество выходных розеток 5 шт, напряжение 250 В, максимальная мощность: 2200Вт, номинальный ток 16 А ГОСТ 31223-2012","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","2600","Штука","13 000.00","","","13000","0","622010000, область Ұлытау, г.Сатпаев Наурыз 144Количество, объем: 5","622010000","20 календарных дней после заключения договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#",""
"10401551-1 Приобретение бытовых удлинителей","КГУ ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","Удлинитель","5","12500.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#","62185306-ЗЦП3","2023-07-24 07:44:46","2023-07-31 07:44:46","961040002542","Коммунальное государственное учреждение ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","273313.900.000043","Удлинитель","электрический, бытовой","Удлинитель Длина шнура 3 м, количество выходных розеток 5 шт, напряжение 250 В, максимальная мощность: 2200Вт, номинальный ток 16 А ГОСТ 31223-2012","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","2400","Штука","12 000.00","","","12000","0","622010000, область Ұлытау, г.Сатпаев Наурыз 144Количество, объем: 5","622010000","20 календарных дней после заключения договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#",""
"10401551-1 Приобретение бытовых удлинителей","КГУ ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","Удлинитель","5","12500.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#","62185275-ЗЦП2","2023-07-24 07:44:46","2023-07-31 07:44:46","961040002542","Коммунальное государственное учреждение ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","273313.900.000043","Удлинитель","электрический, бытовой","Удлинитель электрический на катушке, с заземлением, Провод КГ 2x2,5 мм2,  в прорезиненной оплетке, очень гибкий, длина провода 50 метров, 4 розетки, мощностью 16A/ 3600Вт. Есть удобная ручка для переноса катушки при работе с приборами находящимися удаленно от стационарной розетки. Перед отправкой товара согласовать с заказчиком и отправить фото для утверждения тел 87081555027.   ГОСТ 31223-2012","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","13000","Штука","65 000.00","","","65000","0","622010000, область Ұлытау, г.Сатпаев Наурыз 144Количество, объем: 5","622010000","20 календарных дней после заключения договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#",""
"10401551-1 Приобретение бытовых удлинителей","КГУ ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","Удлинитель","5","12500.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#","62185331-ЗЦП3","2023-07-24 07:44:46","2023-07-31 07:44:46","961040002542","Коммунальное государственное учреждение ""Школа-гимназия имени Бауыржана Момышулы"" отдела образования города Сатпаев управления образования области Ұлытау","273313.900.000043","Удлинитель","электрический, бытовой","Удлинитель Длина шнура 5 м, количество выходных розеток 5 шт, напряжение 250 В, максимальная мощность: 2200Вт, номинальный ток 16 А ГОСТ 31223-2012","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","2500","Штука","12 500.00","","","12500","0","622010000, область Ұлытау, г.Сатпаев Наурыз 144Количество, объем: 5","622010000","20 календарных дней после заключения договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401551?tab=lots#",""
"10401550-1 Установка двери, реконструкция старой конструкции (стены, двери ) в соответствии нормам для по созданию доступной среды для инвалидов","ГККП ""Ясли-сад ""Айголек"" города Макинск при отделе образования по Буландынскому району управления образования Акмолинской области""","Работы по установке (монтажу) дверей/ворот/турникетных систем/ограждений","1","229000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401550?tab=lots#","61426488-ЗЦП5","2023-07-24 00:31:01","2023-07-31 00:31:07","080340017376","Государственное коммунальное казенное предприятие ""Ясли-сад ""Айголек"" города Макинск при отделе образования по Буландынскому району управления образования Акмолинской области""","433210.200.000001","Работы по установке (монтажу) дверей/ворот/турникетных систем/ограждений","Работы связанные с установкой/монтажем дверей/ворот/турникетных систем/ограждений и аналогичных изделий","Работы по установке (монтажу) дверей","","229000","Работа","229 000.00","","","229000","0","114020100, Акмолинская область, Буландынский район, г.Макинск улица Карьерная , 10 АКоличество, объем: 1","114020100","в течении 16 календарных дней с даты заключения договора","","https://goszakup.gov.kz/ru/announce/index/10401550?tab=lots#",""
"10401549-1 закупки товара рамки","КГУ ""Восточно-Казахстанский региональный центр новых технологий в образовании"" управления образования Восточно-Казахстанской об","Рамка","556","620540.48","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401549?tab=lots#","62318189-ЗЦП1","2023-07-24 09:00:57","2023-07-31 09:01:38","000640002562","Коммунальное государственное учреждение ""Восточно-Казахстанский региональный центр новых технологий в образовании"" управления образования Восточно-Казахстанской области","259924.000.000010","Рамка","для картин","Рамки","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","1116.08","Штука","620 540.48","","","620540.48","0","631010000, Восточно-Казахстанская область, г.Усть-Каменогорск пр.Абая 21Количество, объем: 556","631010000","Не позднее 16 календарных дней с момента регистрации Договора в органах казначейства","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401549?tab=lots#",""
"10401547-1 Диагностика авто транспорта","КГП ""Ветеринарная станция Костанайского района"" Управления ветеринарии акимата Костанайской области","Услуги по диагностике автотранспорта","1","50000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401547?tab=lots#","56335564-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:30:00","120340014966","коммунальное государственное предприятие ""Ветеринарная станция Костанайского района"" Управления ветеринарии акимата Костанайской области","331219.202.000000","Услуги по диагностике автотранспорта","Услуги по диагностике автотранспорта","Услуги по диагностике автотранспорта, с предоставлением диагностической карты","","50000","Одна услуга","50 000.00","","","50000","0","395430100, Костанайская область, Костанайский район, г. Тобыл улица Тауелсиздик, 51 АКоличество, объем: 1","395430100","в течении 2023 года","","https://goszakup.gov.kz/ru/announce/index/10401547?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62331088","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","263060.000.000015","Оповещатель световой","для системы пожарной сигнализации","Оповещатель световой  табличный ВЫХОД","","3500","Штука","35 000.00","","","35000","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 10","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62331125","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","263060.000.000016","Оповещатель свето-звуковой","для системы пожарной сигнализации","Оповещатель свето-звуковой для системы пожарной сигнализации","","6200","Штука","62 000.00","","","62000","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 10","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62331061","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","273213.700.000123","Кабель","марка КСПВ, напряжение не более 1 000 В","Кабель КСПВ 4*0,5","","270","Метр","189 000.00","","","189000","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 700","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62331000","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","263060.000.000039","Извещатель пожарный","дымовой","Извещатель пожарный оптико-электронный точечный ИП 212-45","","5200","Штука","509 600.00","","","509600","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 98","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62330933","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","263050.900.000008","Прибор приемно-контрольный","для управления автоматическими средствами пожаротушения и оповещателями","для управления автоматическими средствами пожаротушения и оповещателями","","98000","Штука","392 000.00","","","392000","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 4","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62331012","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","263060.000.000039","Извещатель пожарный","дымовой","Извещатель пожарный ручной ИПР 513-10","","4800","Штука","48 000.00","","","48000","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 10","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401546-1 Приборы, предназначенные для противопожарной безопасности","КГКП ""Культурно-досуговый центр города Балхаш""","Приборы, предназначенные для противопожарной безопасности","7","1460600.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#","62331852","2023-07-24 00:04:11","2023-07-31 00:04:19","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","274021.000.000000","Установка осветительная","для аварийного освещения","Светодиодный аварийный светильник","","7500","Штука","225 000.00","","","225000","0","351610000, Карагандинская область, г.Балхаш Ленина 32Количество, объем: 30","351610000","в течение 30 дней после подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401546?tab=lots#",""
"10401545-1 Работы по изготовлению жалюзи/занавесок (УС)","Республиканское государственное учреждения ""Воинская часть 6636 Национальной Гвардии Республики Казахстан""","Работы по изготовлению жалюзи/занавесок","1","111607.14","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401545?tab=lots#","62336256-ЗЦП1","2023-07-24 08:58:20","2023-07-31 10:00:00","620240000015","Республиканское государственное учреждения ""Воинская часть 6636 Национальной Гвардии Республики Казахстан""","139299.000.000000","Работы по изготовлению жалюзи/занавесок","Работы по изготовлению жалюзи/занавесок и аналогичных изделий","Установка рулонных шторы на 8 окон. Материал – матцан, цвет - айвори. В комплекте должен иметься стандартный механизм для равномерного опускания/поднятия ролл штор. Все расходные материалы предоставляются поставщиком услуг. Согласно приложения 1","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","111607.14","Работа","111 607.14","","","111607.14","0","711410000, г.Астана, район Байқоңыр г. Астана, ул. Досмухамедулы 10аКоличество, объем: 1","711410000","Срок выполнения работы после регистрации Договора в органах Казначейства в течение 20 календарных дней","","https://goszakup.gov.kz/ru/announce/index/10401545?tab=lots#",""
"10401543-1 Корпус вводного устройства ( ящик) из пластика со смотровым окном для 3-х фазного электросчётчика","Октябрьское ГКП ""Суық Су"" на праве хозяйственного ведения районного отдела жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Карасуского района","Ящик","1","16500.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401543?tab=lots#","62307606-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:00:00","940440000702","Октябрьское государственное коммунальное предприятие ""Суық Су"" на праве хозяйственного ведения районного отдела жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Карасуского района","271231.900.000016","Ящик","силовой, серия ЯРВ","Корпус вводного устройства ( ящик) из  пластика со смотровым окном КВУ -3/9-9 для 3-х фазного электросчётчика, размер  высота 500 мм, ширина 280 мм, глубина ящика 160 мм – 200 мм, IP 54, ГОСТ 32396-2021","","16500","Штука","16 500.00","","","16500","0","395267100, Костанайская область, Карасуский район, с.Октябрьское Киров көшесі 2 үйКоличество, объем: 1","395267100","по заявке заказчика не более 16 календарных дней","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401543?tab=lots#",""
"10401540-1 Ремонт автомобиля Газель","КГКП ""Культурно-досуговый центр города Балхаш""","Работы по ремонту автотранспортных средств","1","541000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401540?tab=lots#","57400757-ЗЦП1","2023-07-24 00:50:51","2023-07-31 00:51:01","080240021559","Коммунальное государственное казенное предприятие ""Культурно-досуговый центр города Балхаш""","292040.100.000001","Работы по ремонту автотранспортных средств","Работы по ремонту автотранспортных средств/систем/узлов/агрегатов","Работы по ремонту автомобиля Газель-Бизнес ГАЗ-2705-298","","541000","Работа","541 000.00","","","541000","0","351610000, Карагандинская область, г.Балхаш ленина 32Количество, объем: 1","351610000","Согласно технической спецификации","","https://goszakup.gov.kz/ru/announce/index/10401540?tab=lots#",""
"10401539-1 Аудит финансовой отчетности","КГП ""Ветеринарная станция Костанайского района"" Управления ветеринарии акимата Костанайской области","Услуги по проведению аудита финансовой отчетности","1","1100000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401539?tab=lots#","56335615-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:30:00","120340014966","коммунальное государственное предприятие ""Ветеринарная станция Костанайского района"" Управления ветеринарии акимата Костанайской области","692010.000.000002","Услуги по проведению аудита финансовой отчетности","Услуги по проведению аудита финансовой отчетности","Аудит финансовой отчетности предприятия","","1100000","Одна услуга","1 100 000.00","","","1100000","0","395430100, Костанайская область, Костанайский район, г. Тобыл улица Тауелсиздик, 51 АКоличество, объем: 1","395430100","в течении 30 календарных дней с момента заключения договора","","https://goszakup.gov.kz/ru/announce/index/10401539?tab=lots#",""
"10401538-1 Оплата прочих услуг и работ (МС)","Республиканское государственное учреждения ""Воинская часть 6636 Национальной Гвардии Республики Казахстан""","Услуги по печатанию журналов и изданий периодических","1","120000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401538?tab=lots#","62336184-ЗЦП1","2023-07-24 08:46:56","2023-07-31 09:55:00","620240000015","Республиканское государственное учреждения ""Воинская часть 6636 Национальной Гвардии Республики Казахстан""","181213.000.000000","Услуги по печатанию журналов и изданий периодических","Услуги по печатанию журналов и изданий периодических (кроме газет)","Архивная папка А4 на 400 листов,плотный картон с клапанами с трех сторон по 115 мм на завязках, корешок из бумвенила. 50 штук. Эскиз согласуется с заказчиком.","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","120000","Одна услуга","120 000.00","","","120000","0","711410000, г.Астана, район Байқоңыр г. Астана, ул. Досмухамедулы 10аКоличество, объем: 1","711410000","Срок оказание услуг в течении 20 календарных дней после регистрации договора в органах казначейства","","https://goszakup.gov.kz/ru/announce/index/10401538?tab=lots#",""
"10401518-1 Работы по  текущему ремонту плотины","ГУ ""Аппарат акима Каракудукского сельского округа""","Работы по ремонту/благоустройству территории","1","4823000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401518?tab=lots#","58297660-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:00:00","050240002309","Государственное учреждение ""Аппарат акима Каракудукского сельского округа""","813010.000.000000","Работы по ремонту/благоустройству территории","Работы по ремонту/благоустройству территории","бөгетті  ағымдағы жөндеу","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","4823000","Работа","4 823 000.00","","","4823000","0","273663100, Западно-Казахстанская область, Бурлинский район, с.Қарақұдық  КАЗАХСТАН, Западно-Казахстанская область, Бурлинский район, с.Қарақұдық , Количество, объем: 1","273663100","июль-август","","https://goszakup.gov.kz/ru/announce/index/10401518?tab=lots#",""
"10401534-1 Приобретение учебников для воспитанников сада","КГКП «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","Фотобумага","280","280000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#","62334574-ЗЦП1","2023-07-24 17:59:46","2023-07-31 17:59:49","150840017314","Коммунальное государственное казенное предприятие «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","172313.300.000000","Тетрадь","простая","Тетрадь в линию
Тетрадь школьная 12 листов, белый. (линейка)","","80","Штука","4 000.00","","","4000","0","235630100, Атырауская область, Махамбетский район, с.Махамбет ул Абая №214а зданияКоличество, объем: 50","235630100","в течение 20 рабочих дней с момента вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#",""
"10401534-1 Приобретение учебников для воспитанников сада","КГКП «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","Фотобумага","280","280000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#","62334126-ЗЦП1","2023-07-24 17:59:46","2023-07-31 17:59:49","150840017314","Коммунальное государственное казенное предприятие «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","172312.700.000035","Альбом","для рисования","Тип  - Альбом детский
Формат -  A4
Количество листов -  40 шт.
Тип бумаги - Акварельная","","1000","Штука","280 000.00","","","280000","0","235630100, Атырауская область, Махамбетский район, с.Махамбет ул Абая №214а зданияКоличество, объем: 280","235630100","в течение 20 рабочих дней с момента вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#",""
"10401534-1 Приобретение учебников для воспитанников сада","КГКП «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","Фотобумага","280","280000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#","62334347-ЗЦП1","2023-07-24 17:59:46","2023-07-31 17:59:49","150840017314","Коммунальное государственное казенное предприятие «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","171273.500.000000","Бумага","мелованная","Тип-Бумага
Пол-Для девочек, для мальчиков
Особенность бумаги-Двухсторонняя
Цвет-Разные цвета
Количество цветов-16
Формат-A4
Количество листов-16 лист.","","800","Набор","224 000.00","","","224000","0","235630100, Атырауская область, Махамбетский район, с.Махамбет ул Абая №214а зданияКоличество, объем: 280","235630100","в течение 20 рабочих дней с момента вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#",""
"10401534-1 Приобретение учебников для воспитанников сада","КГКП «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","Фотобумага","280","280000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#","62334309-ЗЦП1","2023-07-24 17:59:46","2023-07-31 17:59:49","150840017314","Коммунальное государственное казенное предприятие «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","203023.700.000002","Гуашь","акриловая","Количество цветов в наборе-6
Фасовка-Кювет
Объем-15 мл
Тип краски-Гуашь
Тип-Набор красок","","1000","Набор","200 000.00","","","200000","0","235630100, Атырауская область, Махамбетский район, с.Махамбет ул Абая №214а зданияКоличество, объем: 200","235630100","в течение 20 рабочих дней с момента вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401534?tab=lots#",""
